date,title,user,views,recommends,unrecommends
2024-08-03 12:15,'피바다' 장세 온다...코스피 하락 쇼크에 투자자 비명,"
				rive****
			",109,2,1
2024-08-03 12:05,미국장 조정완료,"
				rou1****
			",284,2,1
2024-08-03 11:20,지금의 조정 구간은 버텨야된다.,"
				ljj1****
			",172,6,2
2024-08-03 10:47,청라국제도시 전기차 화재 상황정리 ,"
				rive****
			",238,3,0
2024-08-03 11:25,청라국제도시 전기차 화재 상황정리 ,"
				ljj1****
			",84,3,0
2024-08-03 10:37,"전기차는 아직도 화재 염려로 불안해서 ,하이브리드 차로 사야 안전하지..","
				juju****
			",139,3,0
2024-08-03 10:34,청라전기차 폭발이 충격적인 이유,"
				rive****
			",226,1,0
2024-08-03 12:39,"중국제 배터리, 자동차","
				ljj1****
			",16,0,0
2024-08-03 10:28,실적앞엔 장사없다 !,"
				sang****
			",170,7,0
2024-08-03 9:23,야들아!!,"
				puon****
			",148,1,3
2024-08-03 9:20,경기침체보다 더 x된거는,"
				leej****
			",145,1,2
2024-08-03 9:03,젖됐네요... 실업률 망 경기침체,"
				cp******
			",102,1,1
2024-08-03 9:03,이오플로우 ,"
				pa******
			",33,0,0
2024-08-03 8:46,"헤리스출마, 실적관련지표 46%(침체), 나스닥 떡락","
				ju******
			",129,3,1
2024-08-03 8:06,현대차그룹의 가치는 60만원,"
				sang****
			",155,3,2
2024-08-03 7:43,조정장,"
				to1t****
			",169,2,4
2024-08-03 7:54,"금투세 주장하는 정당, 대표가 국민을 죽이는역적이다.","
				ljj1****
			",82,4,2
2024-08-03 2:10,현대차 전략 알려줌…,"
				skku****
			",236,1,6
2024-08-03 2:00,오늘 미국 고용지표 경기침체 확인,"
				koko****
			",222,3,1
2024-08-03 1:19,ㅋㅋㅋㅋㅋ 내가 내린댔제?,"
				se******
			",166,0,1
2024-08-03 1:03,최근에,"
				cys7****
			",160,0,1
2024-08-03 0:18,양궁협회장 정의선님 감사합니다.,"
				cast****
			",184,5,1
2024-08-03 0:10,이오플로우 ,"
				pa******
			",53,0,0
2024-08-02 23:59,남.여 혼합 양궁 우승,"
				os******
			",47,1,0
2024-08-02 21:58,분기 배당이라고 하던데 주당 얼만가요?,"
				jsjs****
			",541,1,1
2024-08-02 21:57,$$ 금투세 즉시 폐지하라 !!,"
				aass****
			",72,5,2
2024-08-02 21:08,주식 고수만 클릭하세요,"
				kkoo****
			",182,1,1
2024-08-02 21:05,이거,"
				ment****
			",254,2,2
2024-08-02 20:39,상폐,"
				jung****
			",60,1,0
2024-08-02 20:35,야 니들 돈 잃기 싫으면 내 글 꼭 봐라,"
				seun****
			",151,3,1
2024-08-02 20:05,금리인하 한다는데 주가가 왜 떨어지죠,"
				ba******
			",352,1,2
2024-08-02 19:53,주주들은 주가 떨어져 걱정 인데~!,"
				psj7****
			",94,4,3
2024-08-02 19:04,근데 금리인하 하는데,"
				skku****
			",339,3,4
2024-08-02 18:59,찢당 불리해지자 주가하락...,"
				999c****
			",126,1,4
2024-08-02 18:00,글로벌증시 추세 대폭락장 진입한듯,"
				stoc****
			",378,7,2
2024-08-02 19:10,[삭제된 게시물의 답글]이란 이스라엘 전쟁을 찬성하는 이유,"
				seun****
			",41,0,0
2024-08-02 17:23,선방,"
				to1t****
			",108,0,1
2024-08-02 17:21,전국민에게,"
				w323****
			",211,4,5
2024-08-02 17:05,그래도 현대차는 이벤트가 많잖아,"
				skku****
			",302,2,0
2024-08-02 16:37,엔케이 자금,"
				wsg3****
			",88,0,0
2024-08-02 16:35,서민들부터 경제파탄 시켜야 나라가 잘돌아감,"
				ti******
			",93,3,1
2024-08-02 16:25,현대차 현대차2우b 맥점,"
				uj******
			",115,1,0
2024-08-02 16:12,국내 주식 하락은 일시적! = 인플레이션 일시적,"
				mhka****
			",128,3,0
2024-08-02 16:00,금투세 고집부리는자가 매국노다.,"
				ljj1****
			",130,16,7
2024-08-02 16:00,LFP 배터리,"
				jdr1****
			",128,2,1
2024-08-02 15:48,"오늘 24만2천원,지지확인","
				jjud****
			",355,7,2
2024-08-02 15:44,딱 지수만큼 동행해서 빠졌네,"
				mhka****
			",93,1,0
2024-08-02 15:39,$$금투세 때문에 큰손들이 다 떠났어,"
				aass****
			",170,6,2
2024-08-02 15:33,9월말 75만원 나만 보이냐?,"
				sayd****
			",284,3,2
2024-08-02 15:18,기다리겠습니다.,"
				gogo****
			",533,10,1
2024-08-02 15:04,현대차 반드시 이기리라 구간인 이유,"
				al******
			",246,1,2
2024-08-02 14:55,결국 이판데기 심리와 전략싸움,"
				cjg1****
			",133,0,2
2024-08-02 14:49,조심해라,"
				puon****
			",308,6,1
2024-08-02 14:45,다음주어떻게보나요..,"
				p2******
			",319,2,0
2024-08-02 14:39,ㅎㅎㅎㅎ ,"
				kjc0****
			",62,0,0
2024-08-02 14:39,이런 날에…,"
				arro****
			",120,4,0
2024-08-02 14:34,증권방송 전문가들 일심동체 바이오 칭찬,"
				al******
			",96,2,0
2024-08-02 14:26, 한국 망했나?,"
				whit****
			",104,2,1
2024-08-02 14:24,찐바닥이네,"
				five****
			",81,1,1
2024-08-02 14:21,반등 목표치 27만원 OR 28만원,"
				al******
			",241,1,2
2024-08-02 14:19,헤리스악재로 국장 두번다시못올 코스피 ㅋㅋ,"
				ju******
			",88,0,0
2024-08-02 14:12,테슬라 FSD 자율주행(완성버전)한국 출시 대기 중,"
				cind****
			",161,1,2
2024-08-02 14:11,국장 살리려면 여기서 금투세 폐지,"
				mhka****
			",79,3,0
2024-08-02 13:58,현대차10년간 수급의 진실,"
				ju******
			",250,3,0
2024-08-02 13:56,후장까지 털릴듯,"
				yeon****
			",39,0,0
2024-08-02 13:55,20만원 위에서는 쳐다보는거 아니다.,"
				jaej****
			",76,1,0
2024-08-02 13:48,금투세때문에 국장은 다음은없다 (고수안티가),"
				ju******
			",91,4,1
2024-08-02 13:45,코스피,"
				w323****
			",93,0,1
2024-08-02 13:41,오늘 진짜 하락장 신호탄,"
				ju******
			",246,2,4
2024-08-02 13:37,현대차,"
				tmdd****
			",143,4,8
2024-08-02 13:35,헤리스(미민주당) 리스크라고~ (미장 정확한분석),"
				ju******
			",125,3,1
2024-08-02 13:31,팍팍 좀 내려라;,"
				leej****
			",171,1,3
2024-08-02 13:28,코쟁이~~~~~,"
				dasa****
			",30,0,0
2024-08-02 13:23,엿것은 소리,"
				ht******
			",42,0,1
2024-08-02 13:12,잘버티네요,"
				ch******
			",134,1,2
2024-08-02 13:19,"삼성보다 더터지고 있구만, 우하향할건데 하루살이냐?","
				ju******
			",78,1,0
2024-08-02 13:11,23만원대가,"
				drin****
			",251,0,0
2024-08-02 12:59,무신,"
				nsse****
			",176,1,0
2024-08-02 12:56,엠플러스 전고체배터리 장비공급 증권리포트,"
				yoon****
			",50,0,0
2024-08-02 12:36,월.화중 10% 넘게 떨어질 수 있다,"
				swey****
			",501,7,6
2024-08-02 12:32,28~29만에 못판 찬티 속심정,"
				ju******
			",326,3,3
2024-08-02 12:30,또사,"
				five****
			",171,2,0
2024-08-02 12:29,"28,29 고점에서 안판거 후회되지?","
				imsh****
			",239,3,3
2024-08-02 12:24,에코프로비엠 보이냐~,"
				ju******
			",166,3,2
2024-08-02 12:06,엔화강세수혜주자동차인데.,"
				hihi****
			",165,1,1
2024-08-02 12:07,기관은 그런거없어~~~~,"
				ju******
			",43,2,2
2024-08-02 11:51,노조슨상님이 풀숏 대가라니까,"
				ju******
			",96,3,1
2024-08-02 11:50,신난다 신나~ 현다이4마넌 2우b8마넌 주을생각하니까,"
				ju******
			",65,0,1
2024-08-02 11:49,노조때매,"
				page****
			",89,2,1
2024-08-02 11:35,29만위부터 알려줬다,"
				ju******
			",220,0,6
2024-08-02 11:28,ju**** 점마 저거 정신병있나봄,"
				jsjs****
			",97,1,2
2024-08-02 11:27,개같이 쳐꼴아박네,"
				yeon****
			",38,0,0
2024-08-02 11:27,어제 쎄하더라니..,"
				wa******
			",45,0,0
2024-08-02 11:25,"현대차 4마넌 애괴리쩌억, 2우b 8마넌 애괴리 쩌어억","
				ju******
			",48,0,1
2024-08-02 11:22,어제와 분명히 다른 흐름,"
				mhka****
			",84,0,0
2024-08-02 11:20,최대실적도 이제 끝물이다,"
				skwo****
			",42,0,0
2024-08-02 11:19,푸,"
				yupg****
			",21,0,0
2024-08-02 11:19,"본주는 진짜 사기싫고, 우선주들은 많이내리면 엄청사고싶음","
				ju******
			",198,3,1
2024-08-02 11:16,기관 매매동향 특징주,"
				ju******
			",99,2,1
2024-08-02 11:14,현대차 사장 vs 노조 펙트체크,"
				ju******
			",89,3,2
2024-08-02 11:04,29만에 물리신분들 한강으로 갑시다,"
				koko****
			",221,0,3
2024-08-02 11:00,기관슨상님 좀만더 힘을내주세요,"
				ju******
			",80,0,0
2024-08-02 10:55,오늘 24만 2000원,"
				jjud****
			",312,1,1
2024-08-02 10:54,국장 8월 중 20퍼 더 떨,"
				aron****
			",99,2,1
2024-08-02 10:53,이와중에 2차전지 선방하는거 보소,"
				skku****
			",66,0,1
2024-08-02 10:54,이와중에 2차전지 선방하는거 보소,"
				koko****
			",87,1,1
2024-08-02 10:52,29만에 물리신분들 조언,"
				koko****
			",147,2,1
2024-08-02 10:50,전에는 안믿다가 이제는 믿는 명언,"
				naks****
			",91,1,0
2024-08-02 10:48,경기침체에다 중동전쟁 가능에 니들 뒤졌어,"
				koko****
			",41,0,1
2024-08-02 10:45,현기,"
				sala****
			",106,1,1
2024-08-02 10:43,내가 알려주마,"
				wate****
			",186,4,2
2024-08-02 10:38,화신주주입니다!,"
				kb******
			",35,0,0
2024-08-02 10:27,기관들 현대차 팔아서 에코프로비엠 양전성공!,"
				ju******
			",51,0,1
2024-08-02 10:24,자동차 판매 피크아웃,"
				cp******
			",50,0,1
2024-08-02 10:21,그냥,"
				ment****
			",104,3,0
2024-08-02 10:20,가자,"
				blue****
			",35,0,0
2024-08-02 10:14,현대차 주각,"
				kd******
			",57,0,0
2024-08-02 10:13,형들 일본 증시 구경 ㄱㄱ,"
				leej****
			",56,0,1
2024-08-02 10:05,애시당초 20만을 넌긴다는게,"
				royl****
			",120,4,3
2024-08-02 9:59,21.5 진짜 오겠는데?,"
				leej****
			",256,3,2
2024-08-02 9:49,기껏 올려놨더니 다시 쳐박네,"
				9444****
			",85,2,1
2024-08-02 9:46,역시 차는 곡차랑께~,"
				qnro****
			",70,1,2
2024-08-02 9:40,현비디아 화이팅,"
				leej****
			",79,2,0
2024-08-02 9:40,실적전망이 좋아도 나스닥에 걍 따라가네,"
				wlgk****
			",80,2,0
2024-08-02 9:38,왜 현대차는  나스닥 떨어지면 반도체 주보다,"
				skku****
			",299,4,0
2024-08-02 9:38,[삭제된 게시물의 답글]기관보다 주식못하면 접어야지,"
				ju******
			",52,0,2
2024-08-02 9:35,성준아 이제 막타쳐라,"
				we******
			",28,0,1
2024-08-02 9:30,금투세?문에 5년이아니라 50년걸려도 못온데도,"
				ju******
			",86,1,1
2024-08-02 9:26,현대은행 이냐 개관아  은행주야  ,"
				kk55****
			",74,1,0
2024-08-02 9:25,연기금의 전략이 이런거일듯,"
				ju******
			",99,1,1
2024-08-02 9:24,아직도 국장을 하냐 ,"
				sam7****
			",19,0,0
2024-08-02 9:21,24깨면 풀매수도 괜찮아 보임,"
				98******
			",183,1,1
2024-08-02 9:20,기관슨상님들 부랴부랴 손절중,"
				ju******
			",38,0,1
2024-08-02 9:16,걍 원상복 귀 하자  18만냥   거기서 ,"
				kk55****
			",37,0,0
2024-08-02 9:14,금투세때문에 28만위로 갈일은 죽었다 깨어나도 없을걸,"
				ju******
			",72,0,1
2024-08-02 9:11,무슨 금융주도 아니고   참  진짜  현대가 버는 돈은,"
				kk55****
			",146,1,0
2024-08-02 9:11,술집 작부가 지배하는 나라,"
				bron****
			",128,6,2
2024-08-02 9:05,테슬라하고 뭔 상관,"
				a18j****
			",53,0,0
2024-08-02 9:04,경기침체 드립 왜 안나오나했다 ,"
				leej****
			",58,0,0
2024-08-02 9:01,기관슨상님 얼마까지 손절하실건가요?,"
				ju******
			",186,1,1
2024-08-02 9:01, ㄱ ㄱ ㅑ,"
				leej****
			",19,0,0
2024-08-02 8:57,느낌상..,"
				hesu****
			",269,0,3
2024-08-02 8:56,바이든 vs 트럼프 (공화당) 주식/경제관련,"
				ju******
			",79,2,1
2024-08-02 8:55,국장은 미장급락만 반영,"
				we******
			",148,9,0
2024-08-02 8:46,반도체,"
				tmdd****
			",92,1,0
2024-08-02 8:20,"헤리스 효과 전세계 떡락장 예상, 현다이 기관손절로 4마넌 고고","
				ju******
			",208,3,5
2024-08-02 8:05,오늘부터,"
				puon****
			",123,1,2
2024-08-02 7:58,실적 따라간다 8월 믿는다,"
				mhka****
			",110,1,1
2024-08-02 7:44,현대차,"
				bamb****
			",120,1,0
2024-08-02 7:33,미국다우지수 장기하락시작된듯,"
				inpy****
			",114,2,0
2024-08-02 7:10,블랙프라이데이,"
				leej****
			",130,2,3
2024-08-02 5:16,헤리스 효과로 나스닥 떡락열차 출발.,"
				ju******
			",240,3,4
2024-08-02 3:46,현대차는,"
				sktj****
			",460,5,4
2024-08-02 2:26,현대차 호재만발하지만 개미들은 저가매수에 대한 차익실현 예상,"
				al******
			",342,5,0
2024-08-02 0:45,"적정가, 중기로 12만원. ","
				swey****
			",327,2,5
2024-08-02 0:38,"나스닥 헤리스악재로 떡락, 현대차 수출악재","
				ju******
			",423,4,8
2024-08-02 0:06,야간선물 머냥,"
				soll****
			",152,2,0
2024-08-01 23:43,화신주주입니다!,"
				kb******
			",106,2,1
2024-08-01 23:30,내일 장마감뉴스,"
				ju******
			",218,2,12
2024-08-01 23:24,열심히들 팔어라 토요타 대신 현차가간다,"
				dlck****
			",241,6,0
2024-08-01 22:38,일루미나티의 파리올림픽 테러카드,"
				noto****
			",108,2,2
2024-08-01 21:24,내일 수출쇼크로 기관덜 얼마나 패대기칠꼬,"
				ju******
			",370,3,10
2024-08-01 20:41,불차,"
				puon****
			",408,3,5
2024-08-01 21:14,오늘 뉴스에 나온 불차는 벤츠다,"
				ilov****
			",127,6,0
2024-08-01 20:23,전기차 폭발 화재 ~~~8시간 진압,"
				kang****
			",266,4,4
2024-08-01 17:40,KB강성진 애널이 22년 23년 주구장창 피크아웃,"
				bunn****
			",546,18,0
2024-08-01 17:10,현대차 24년 배당금과 1억투자시 배당금,"
				rhtr****
			",468,2,0
2024-08-01 16:53,우리 연기금이 수급은 에코프로머티 인수단계인듯,"
				ju******
			",372,8,0
2024-08-01 16:52,실적 안좋은데 연봉 복지혜택 다 줄여야지,"
				sgh6****
			",290,10,0
2024-08-01 16:41,판매쇼크 내일부터. 기관폭탄매도예상,"
				ju******
			",345,5,8
2024-08-01 16:38,지난6월,"
				kd******
			",130,2,1
2024-08-01 16:35,토요타나락 현대차의 시대,"
				gkss****
			",474,12,2
2024-08-01 16:12,실적이,"
				soll****
			",238,5,4
2024-08-01 16:12,현기차 실적이 마음에 안들면..,"
				blue****
			",451,5,0
2024-08-01 16:10,기아보다는 낫네 다행이네 ,"
				love****
			",179,4,0
2024-08-01 16:09,실적 그럭저럭 평타치,"
				leej****
			",158,3,0
2024-08-01 16:09,역시 우리 행님 영리한거 보소.,"
				blue****
			",161,2,0
2024-08-01 16:07,실적이 안좋아야 주가상승할듯,"
				mari****
			",162,4,1
2024-08-01 15:55,자 이제 실적을 내놔봐,"
				leej****
			",133,1,0
2024-08-01 15:46,게이인거 ,"
				five****
			",119,1,0
2024-08-01 15:22,사실 엔고 가장 큰 수혜가 자동차라,"
				uihy****
			",321,15,1
2024-08-01 15:10,어떻게든,"
				leej****
			",333,4,1
2024-08-01 14:55,토요타 자동차 -8.2%,"
				quad****
			",644,17,5
2024-08-01 14:50,불쌍하노.,"
				puon****
			",143,2,1
2024-08-01 14:47,현대차,"
				kimd****
			",229,7,0
2024-08-01 14:45,8월중 주주환원책 나온다면?,"
				kims****
			",202,8,2
2024-08-01 14:42,현대차 노조원들은 공짜로 받는 주식을,"
				seun****
			",237,2,1
2024-08-01 14:01,쪼까 올라오니까 또 올라갈듯 싶었제?,"
				se******
			",132,2,2
2024-08-01 13:30,원.엔 환율,"
				army****
			",226,4,1
2024-08-01 13:05,금투세 폐지 신규 청원 동의부탁드립니다,"
				wonj****
			",108,3,2
2024-08-01 12:56,9월말 75만원 나만 보이냐?,"
				sayd****
			",326,8,2
2024-08-01 11:51,똥차,"
				ncle****
			",131,1,0
2024-08-01 11:33,마 120선 자꾸 건들래,"
				leej****
			",244,2,0
2024-08-01 10:53,"이재용·정의선·머스크...글로벌 수장 3인, 파리서 만난다","
				dg******
			",200,1,0
2024-08-01 10:22,국세청 7월 수출물량 10프로정도 하락 예상됩니다,"
				jhoi****
			",287,5,1
2024-08-01 10:22,국장을 떠나자.,"
				mosi****
			",192,8,0
2024-08-01 10:15,갓 흉기,"
				puon****
			",165,3,2
2024-08-01 10:13,보름전에는 금리인상 얘기로 폭락시키던,"
				koko****
			",219,1,2
2024-08-01 10:04,급발진,"
				hyun****
			",132,2,0
2024-08-01 9:58,"일본 금리 인상과 엔고, 한미 금리 완만한 인하로...","
				ljj1****
			",351,6,1
2024-08-01 9:56,외모차이  나이차이가,"
				five****
			",162,1,0
2024-08-01 9:49,속지말자!,"
				puon****
			",167,1,2
2024-08-01 9:35,68000원,"
				five****
			",155,1,0
2024-08-01 9:33,오늘 현대차 오르는 이유는?,"
				iglo****
			",596,6,1
2024-08-01 9:29,절대먹지 말아야 할것,"
				five****
			",313,1,0
2024-08-01 9:18,국장 탈출은 답이다,"
				sam7****
			",137,2,0
2024-08-01 9:18,아직도 국장을 믿어?,"
				pjcl****
			",99,1,2
2024-08-01 9:11,5분만에 다 까먹네 ㅋㅋ,"
				vvin****
			",142,3,0
2024-08-01 9:11,R단 넣는다는게 D단 넣은거 같음,"
				we******
			",128,2,0
2024-08-01 9:05,26일에 털린 사람들은 주식하는 자세를 돌아봐야,"
				jk******
			",143,2,1
2024-08-01 9:05,264000에 일단 절반 매도 준비!!,"
				leej****
			",122,2,1
2024-08-01 9:04,오늘 20붙이고 낼 돌파 ,"
				98******
			",85,1,0
2024-08-01 8:55,"만약, 종가상 오늘하락하면 그종목은 K주식중 최악종목","
				ju******
			",171,3,1
2024-08-01 8:47,남들다 예상가 빨간데 현대차만  힘을못쓰는이유,"
				ju******
			",152,2,2
2024-08-01 8:35,나스닥폭등!! 현대차 급락!!,"
				ju******
			",197,3,3
2024-08-01 7:58,해리스가 안되는 이유,"
				koko****
			",219,0,4
2024-08-01 7:46,금투세 적극 찬성합니다.,"
				real****
			",133,2,1
2024-08-01 7:21,리콜,"
				sk******
			",145,1,5
2024-08-01 6:23,8월28일 현대차인베스터데이,"
				ic******
			",210,8,3
2024-08-01 5:54,리콜 5만대,"
				sson****
			",272,2,10
2024-08-01 5:53,30민 향해 가자,"
				what****
			",255,9,3
2024-08-01 5:46,국민청원,"
				sun-****
			",53,0,4
2024-08-01 2:07,글로벌 대세,"
				jenn****
			",180,1,1
2024-08-01 0:09,"나스닥급등, 현대차 내일급락예정","
				ju******
			",538,2,11
2024-07-31 23:07,낼 반도체 폭등,"
				seac****
			",122,6,2
2024-07-31 22:58,??허,"
				leej****
			",82,2,0
2024-07-31 20:40,[삭제된 게시물의 답글]12만매수 28만익절후 재입성주주입니다,"
				koko****
			",95,1,8
2024-07-31 18:28,국회의원 사모펀드 가입내역요청 청원,"
				ymm1****
			",81,4,0
2024-07-31 18:11,엔고와 사업전망,"
				quad****
			",392,22,1
2024-07-31 17:45,흑인에 인도계에 여자에 겨우 60먹은 햇병아리,"
				koko****
			",174,1,10
2024-07-31 15:57,이시국에..,"
				kdm9****
			",196,2,1
2024-07-31 15:51,현대모비스,"
				kd******
			",178,2,2
2024-07-31 15:41,기관들 강매도에 현대차 4만원까지 하락하다.,"
				ju******
			",316,2,12
2024-07-31 15:02,너무 심한 고평가,"
				koko****
			",470,3,19
2024-07-31 14:53,다좋다,"
				redr****
			",139,7,3
2024-07-31 14:49,안녕하세요. 선배님들,"
				leej****
			",262,3,1
2024-07-31 14:48,트럼프 당선 소외주 3가지 사면 인생망,"
				koko****
			",100,1,4
2024-07-31 14:37,"일본 기준금리 인상 시작, 엔고수혜주","
				ljj1****
			",268,6,2
2024-07-31 14:39,[삭제된 게시물의 답글]양궁 로봇 투입 세계 1등 훈련방식,"
				koko****
			",24,1,1
2024-07-31 14:33,25도 붕?ㅋㅋㅋ6만 5천에 아게뤼 쩌어어어어어어어억,"
				se******
			",54,2,1
2024-07-31 14:26,현대차 인도 IPO 개인적인 생각,"
				narz****
			",247,9,4
2024-07-31 14:35,현대차 인도 IPO 개인적인 생각,"
				koko****
			",81,1,4
2024-07-31 14:24,현대차 오를 호재가 없다,"
				koko****
			",285,2,10
2024-07-31 14:01,현대차 세력?,"
				ju******
			",99,2,1
2024-07-31 13:58,고작,"
				mhc9****
			",61,1,0
2024-07-31 13:51,헤리스악재 기관융단폭격중,"
				ju******
			",92,0,2
2024-07-31 13:45,의선이 형,"
				slui****
			",109,5,1
2024-07-31 13:36,"실적, 기사는 온통 호재풍년 인데..","
				choi****
			",70,1,2
2024-07-31 13:34,일본 금리인상,"
				skku****
			",174,3,3
2024-07-31 13:16,"일본 금리인상, 현대차 수혜","
				uihy****
			",272,10,1
2024-07-31 12:35,괜히 삼성 삼성 하는게 아니군,"
				k2******
			",235,2,4
2024-07-31 11:56,안타깝다.,"
				puon****
			",130,2,4
2024-07-31 11:37,8월 인베데이때 무상증자,"
				uihy****
			",152,8,2
2024-07-31 11:25,9월말 75만원 나만 보이냐?,"
				sayd****
			",279,4,3
2024-07-31 11:23,바지에 똥 샀냐,"
				juju****
			",83,2,2
2024-07-31 11:05,현대차는 거래량도 망했네 ㅋㅋㅋㅋ,"
				ygvo****
			",100,3,2
2024-07-31 11:03,현대중공업,"
				to1t****
			",54,0,2
2024-07-31 10:42,왕개미 폭탄매도 ㅊㅊ,"
				ju******
			",147,0,5
2024-07-31 10:41,하방압력이 너무 세다,"
				we******
			",112,2,2
2024-07-31 10:33,뭘 아닌척하나,"
				skwo****
			",127,1,3
2024-07-31 9:46,252500 뚫고 안착해야,"
				k2******
			",337,7,0
2024-07-31 9:34,25만원 안 무너지면 절대 홀딩하세요,"
				jjud****
			",319,3,4
2024-07-31 9:13,오늘 25만원 지켜주고,"
				jjud****
			",176,3,1
2024-07-31 9:12,삼바!,"
				puon****
			",73,0,3
2024-07-31 9:10,내가 주식시작한게 20년전 그때  현차가격이20 정도,"
				kk55****
			",381,5,1
2024-07-31 8:57,엔고,"
				redr****
			",163,0,1
2024-07-31 8:56,우선주랑 차이 좁히러 가는거냐?,"
				moss****
			",90,2,1
2024-07-31 8:53,현대차도 위기는있다,"
				skku****
			",122,4,0
2024-07-31 8:51,쳐오르는척 하는거봐라,"
				we******
			",100,1,1
2024-07-31 8:16,과연 오늘 오전이 저점일까?,"
				andy****
			",136,1,2
2024-07-31 8:12,[삭제된 게시물의 답글]형들 안녕.,"
				to1t****
			",53,0,3
2024-07-31 7:35,나스닥 떡락 이유 / 국장 기관시황,"
				ju******
			",200,1,4
2024-07-31 6:48,배터리잡주들 시총3위LG엔솔 포함 7개종목 2분기 총영업이익 1조5854억원,"
				buba****
			",233,7,1
2024-07-31 6:07,미증시 ,"
				to1t****
			",419,5,3
2024-07-31 0:55,현기차실적 사상최대,"
				jenn****
			",221,5,4
2024-07-31 0:13,오늘 일본금리 인상??,"
				quad****
			",272,2,1
2024-07-30 23:49,헤리스 리스크 나스닥 떡락,"
				ju******
			",204,0,3
2024-07-30 23:42,엔비디아 폭락한다!!!,"
				skku****
			",382,2,5
2024-07-30 21:43,난 주주 아닌데,"
				meme****
			",358,4,1
2024-07-30 21:41,밸류 킬 두산그룹 합병반대 국민 청원.,"
				kh******
			",64,1,1
2024-07-30 20:44,분기 배당락일이랑 배당 예상액 좀 알려주세요,"
				jsjs****
			",484,0,1
2024-07-30 19:08,티몬 위메프 현대차 환불사태!!!,"
				skku****
			",155,1,3
2024-07-30 23:33,[삭제된 게시물의 답글]■ 문재인이 무서운 새끼인 이유,"
				unis****
			",13,0,1
2024-07-30 18:09,순이익이 100배 차이나는 알테오젠 셀트리온은 처올리고 ,"
				perd****
			",214,8,1
2024-07-30 17:43,2024년 현대차 배당 관련 정보,"
				blue****
			",187,0,4
2024-07-30 17:13,현기차 가장 큰 문제는 지배구조 이슈입니다.,"
				uihy****
			",207,4,0
2024-07-30 17:08,유도 김지수,"
				five****
			",88,1,0
2024-07-30 16:23,티몬 위메프 청문회,"
				dlxo****
			",155,1,0
2024-07-30 16:11,정말 궁금해서 그러는데요,"
				cb21****
			",760,3,3
2024-07-30 16:04,털리니까 개미다,"
				hith****
			",170,2,2
2024-07-30 15:36,ㅋㅋㅋㅋㅋ6만 5천에 아게뤼 쩌어어어어어어어억,"
				se******
			",240,4,8
2024-07-30 15:19,현기차는 증권사들의장난감이다.,"
				duqr****
			",387,11,1
2024-07-30 15:14,종토방 지박령들아 뉴스좀봐,"
				kimy****
			",146,2,3
2024-07-30 15:04,에코랑,"
				sind****
			",112,1,2
2024-07-30 14:27,오늘도 당했네,"
				jeum****
			",446,4,2
2024-07-30 14:22,"임직원에게 좋은 회사이지.., ,","
				woni****
			",147,6,3
2024-07-30 14:09,기관강매도 4마넌,"
				ju******
			",128,1,3
2024-07-30 13:59,9월말 75만원 나만 보이냐?,"
				sayd****
			",517,3,5
2024-07-30 13:51,금투세는 폐지될 것입니다.,"
				bjy6****
			",259,8,5
2024-07-30 13:45,양재웅 정신과의사,"
				five****
			",217,1,3
2024-07-30 13:45,여기,"
				ment****
			",152,3,4
2024-07-30 13:57,여기,"
				seun****
			",44,0,3
2024-07-30 13:43,징하다 징해.,"
				oh******
			",213,4,2
2024-07-30 13:36,국회의원 사모펀드 가입내역요청 청원,"
				ymm1****
			",78,1,1
2024-07-30 13:13,반등때 판 사람 벌써 2%벌었네,"
				seun****
			",271,3,4
2024-07-30 13:09,정부와 국회 사법부검찰이 모든 비리사실 덮고 있다,"
				bumj****
			",82,1,2
2024-07-30 13:02,뭐야,"
				myvi****
			",105,3,2
2024-07-30 12:57,느자구 문가같은 주가 움직임.,"
				oh******
			",130,3,5
2024-07-30 12:56,"역대급 실적낸 현대차-기아, 인도국민기업이 목표","
				apgu****
			",219,3,3
2024-07-30 12:36,10만원가자,"
				qqq1****
			",97,1,4
2024-07-30 12:26,돌려서 말아 올린것 ,"
				dlxo****
			",228,2,1
2024-07-30 12:17,"16, 23, 29일 하락 시킨 갭은 한방에 메꾸지?","
				koko****
			",93,0,3
2024-07-30 12:06,찬티들이 날 욕하고 원망해도 소용없어,"
				koko****
			",192,2,6
2024-07-30 12:03,개나소나 다 만드는 전기차 ,"
				a123****
			",93,1,2
2024-07-30 11:57,양궁만 밀지말고,"
				kd******
			",108,5,1
2024-07-30 12:02,양궁만 밀지말고,"
				koko****
			",40,0,3
2024-07-30 11:16,오후에,"
				oran****
			",218,1,4
2024-07-30 10:57,"16일, 23일, 29일 갭메꾸고 기술적 반등자리","
				koko****
			",145,0,4
2024-07-30 10:55,갭은 정확히 메꾼다. 결국 17만 종착지,"
				koko****
			",118,1,3
2024-07-30 10:46,레기 주식,"
				woop****
			",59,0,2
2024-07-30 10:38,스바나,"
				nakj****
			",119,2,0
2024-07-30 10:29,내 눈썰미는 신기함,"
				five****
			",245,0,1
2024-07-30 10:28,니네 결국 하이닉스 꼬라지 난다,"
				koko****
			",271,1,5
2024-07-30 10:03,현재 보합이라고 봐야?,"
				dlxo****
			",127,1,0
2024-07-30 9:07,디지고 싶냐?,"
				hyt0****
			",522,8,0
2024-07-30 9:07,현대차 재무제표 한번 꼭 보길,"
				kimj****
			",289,1,2
